bidder_id,bid_count,auction_count,merc_count,device_count,country_count,ip_count,url_count,average_distinct_country_per_auction,average_distinct_urls_per_auction,average_distinct_ip_per_auction,average_distinct_dev_per_auction,average_distinct_merc_per_auction,average_bids_per_auction,median_response_time,median_response_time_across_auction,num_auction,num_auction_won,percentage_win,avg_bids_auction,competitors,median_time_to_respond_competition,median_time_to_respond_self,outcome
8c4b0d95ba36c0ba2a52f9043c62fccev75uu,554,10,1,173,3,390,317,1.4,35.0,44.2,28.7,1.0,55.4,17736842105,407421052631,10,0,0.0,0.0020955320533188083,297.6,842105263,17473684210,0.0
bcf95b210295831ff6e20db3a570f909n3q25,1582,187,1,271,60,1159,494,1.299,4.262,7.123,3.674,1.0,8.46,15315789473,43315789474,187,1,0.0053475935828877,9.103134136580386E-4,182.32085561497325,52631579,11789473684,0.0
d381ce07afba12851a815cdf8858c1c7g2pfh,575,101,1,160,46,288,7,1.535,1.089,4.059,4.228,1.0,5.693,137421052632,128789473684,101,0,0.0,7.369470654127032E-4,219.3960396039604,315789474,85526315789,0.0
e2554dc14d54c3b7be85c59dbc1425f77qv4a,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,3.297065611605671E-4,106.0,105263158,-1,0.0
ed5fc53d096bcf1b86c30128040e775334ut0,233,86,1,70,22,170,198,1.058,2.523,2.326,1.907,1.0,2.709,268368421053,71473684210,86,1,0.011627906976744186,5.17760519093808E-4,200.96511627906978,1052631579,41947368421,0.0
11d5f6925da5809e2d447788b85d6253jj8fu,5434,413,1,443,52,3677,1924,1.199,7.579,10.4,5.765,1.0,13.157,34210526316,30157894737,413,8,0.01937046004842615,0.002522508303527287,128.1283292978208,578947368,26736842105,0.0
2137e2626c568af8e56bfb72fdd5b9e19qiyt,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,4526315789,2,0,0.0,5.546311702717693E-4,163.5,12526315789,-1,0.0
c18cfb38fe1c4c01705391422177265cn9w5x,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.1743857360295715E-4,143.0,263157895,-1,0.0
c72012c8072e2441b3ba8173205cd298cde8a,261,55,1,49,28,195,1,1.236,1.0,3.945,2.818,1.0,4.745,69315789474,77315789474,55,0,0.0,8.105061471146292E-4,172.36363636363637,210526316,37105263158,1.0
cdf1fdd424a11dde166c4bf069d6998eph7b1,880,131,1,135,24,668,246,1.237,3.779,6.16,4.29,1.0,6.718,369052631579,78789473684,131,0,0.0,7.116580095087215E-4,152.99236641221373,1210526316,267736842105,0.0
d4be674fce23aae81c4cb946d4fff8671gxtu,75,44,1,32,5,61,13,1.0,1.205,1.659,1.477,1.0,1.705,2463684210526,313526315789,44,0,0.0,1.0566178086591943E-4,219.47727272727272,789473684,-1,0.0
db83d746ba8e0c388805fa3fcb235743vfqmw,81,11,1,1,1,81,1,1.0,1.0,7.364,1.0,1.0,7.364,7421052631,1631578948,11,0,0.0,2.7253732247221635E-4,327.1818181818182,368421053,6000000000,0.0
e8291466de91b0eb4e1515143c7f74dexy2yr,30062,787,1,403,125,20492,295,1.213,1.579,30.396,8.395,1.0,38.198,10210526316,5157894737,787,52,0.06607369758576874,0.03629010840435549,64.88818297331639,526315789,9526315789,0.0
fdad47d27b793b74470086c35333d4fepycsl,3,3,1,3,1,3,2,1.0,1.0,1.0,1.0,1.0,1.0,0,340526315789,3,0,0.0,1.5953203935123637E-4,142.33333333333334,7684210526,-1,0.0
3b947f8c954acf4354d2c3bdcd494fb0x54ee,10,5,1,8,2,9,5,1.0,1.6,1.8,1.8,1.0,2.0,2108578947369,1929052631579,5,1,0.2,0.009643201542912247,8.8,34578947369,-1,0.0
5720c8d7bc15b94037cd75ff9496a35evugeo,1172,112,1,143,8,156,39,1.009,3.009,6.518,5.054,1.0,10.464,132210526316,87263157895,112,1,0.008928571428571428,0.0013851348556422382,123.67857142857143,4157894737,102789473685,0.0
5a2aa4e8c227de4db26547fdc1f017cbxb62j,28,17,1,17,1,26,3,1.0,1.235,1.647,1.471,1.0,1.647,2835684210527,1166684210526,17,0,0.0,0.0023073753605274,58.23529411764706,4157894736,-1,0.0
65d8228c6c1e5b6042f397afed8a5c7cbo6x3,149,64,1,61,23,93,97,1.406,2.109,1.969,1.781,1.0,2.328,959631578947,86157894737,64,0,0.0,2.9283842983571565E-4,139.96875,1105263158,28526315789,0.0
8ec9269ed4f5aef4584d887dfd9e595aaynzb,2,2,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,70203210526316,2,0,0.0,3.614015876371745E-6,847.0,0,-1,0.0
af9c96944265cf541b3fe734a057821a825l7,2390,199,1,315,78,963,1691,1.935,9.181,6.578,5.085,1.0,12.01,35684210526,39368421052,199,14,0.07035175879396985,0.005401825771907342,61.537688442211056,631578947,29421052631,1.0
ed4802c318a7e04a5703ed115fe4f3a3kkugq,167,79,1,83,13,115,64,1.051,1.709,1.949,1.772,1.0,2.114,530473684210,83947368421,79,0,0.0,3.779648741625928E-4,173.51898734177215,3526315790,9368421052,0.0
2918b09c1ed9e9e8602f85175b266aeej5v6w,86,23,1,11,4,67,3,1.0,1.565,3.565,2.435,1.0,3.739,220684210526,104105263158,23,0,0.0,0.010747313171707074,53.34782608695652,4105263158,88684210527,0.0
820dc943d26965d377be315497837bba5iz67,22,18,1,17,3,20,9,1.0,1.111,1.222,1.167,1.0,1.222,3255421052632,482105263158,18,0,0.0,3.163128276353891E-5,324.1111111111111,1052631579,-1,0.0
bf6f2ca50a3a6a3113681e754307aa4ehnd5j,19,12,1,12,3,15,12,1.0,1.5,1.5,1.5,1.0,1.583,3988473684210,2000947368421,12,0,0.0,8.513689115920599E-4,194.0,7052631579,-1,0.0
cc4763c97c3d7cc9116e0a51a6d1f2e82242i,31,21,1,19,5,27,14,1.095,1.286,1.476,1.333,1.0,1.476,2566421052632,273368421053,21,0,0.0,5.4687224358748194E-5,178.1904761904762,6578947368,-1,0.0
d0231e5200b870c055db7e3daae24bc8lt7at,64,36,1,32,12,39,35,1.222,1.639,1.5,1.5,1.0,1.778,191526315790,339210526316,36,1,0.027777777777777776,7.840802310096381E-5,183.58333333333334,1210526316,-1,0.0
058a4e0ac0a20f504cc9c6aae2a896e6too9v,3,1,1,3,1,3,1,1.0,1.0,3.0,3.0,1.0,3.0,1593842105263,0,1,0,0.0,1.4359151086987736E-5,845.0,52631579,1593842105263,0.0
18bc9dbbed75b55f35ec4be1351b7aa86an68,985,230,1,418,17,980,50,1.026,3.504,4.274,4.026,1.0,4.283,312526315789,34473684211,230,14,0.06086956521739131,0.003876975880093205,49.404347826086955,11105263158,171789473684,0.0
3ef2325f8b68e1c030547a2a54ea6b98zwa2w,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,7.874015748031496E-4,17.0,315789474,-1,0.0
4483201dee43b51f338c0efd3b13bb895tric,3,3,1,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,6631578947,3,0,0.0,0.001131648434552999,99.33333333333333,5947368421,-1,0.0
5053e03863b6887308c8446cefeec429l94tg,921,149,1,201,35,750,449,1.101,4.161,5.591,3.624,1.0,6.181,76894736842,44473684210,149,0,0.0,0.0022672555130496433,136.18791946308724,631578948,37157894737,0.0
a1922a9ee4f9f5d03fe11816c2cc3eb9ivcbp,2,2,1,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,69394473684210,2,0,0.0,3.1638060586886024E-5,399.0,631578948,-1,0.0
ae45f9b94d86f931c84c94f3975e3d7bkv2r0,54987,974,1,1494,95,21633,9451,1.247,15.423,29.282,14.084,1.0,56.455,3105263158,7315789473,974,63,0.0646817248459959,0.03278818535309597,83.69815195071868,0,2842105264,0.0
ef89b74b58c49c1a321d3d7ce061d151k51xm,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.1074815595363542E-4,130.0,631578948,-1,0.0
2e33b1ee8a9d4a5cc5f886ca455e8f86kxu5r,67,20,1,42,17,57,29,1.45,1.95,3.05,2.5,1.0,3.35,161684210526,205421052632,20,0,0.0,1.948603403948394E-4,176.2,52631579,58157894737,0.0
39b501f37dde9b055d627394964d3260qiktx,266,125,1,89,20,195,114,1.0,1.776,1.944,1.784,1.0,2.128,1672526315790,98684210526,125,0,0.0,5.699006744538809E-4,185.288,2263157895,3157894737,0.0
631f923b7bcf91f61a2e9f96520bd8c8vtl14,2413,12,1,154,34,531,1539,20.083,129.167,129.0,53.833,1.0,201.083,33842105264,11105263158,12,11,0.9166666666666666,0.514060502769493,8.166666666666666,0,33736842106,0.0
6429ef4aebc7d1f4027b31a6e900d165nqvyz,128,67,1,61,24,103,9,1.045,1.239,1.701,1.552,1.0,1.91,462473684211,98578947369,67,0,0.0,3.5117754219617656E-4,198.26865671641792,52631579,-1,0.0
83aa7c2c8c018888d9ebc6daf63bddb6f2i0d,2,2,1,2,2,2,1,1.0,1.0,1.0,1.0,1.0,1.0,0,55984684210526,2,0,0.0,0.0058823529411764705,42.0,421052632,-1,0.0
a94c16f8a98e493e2b4390b1975e690dv8cmu,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.848191398461977E-4,110.0,105263158,-1,0.0
af50d549e86276f034e52037722dd5aetouu2,6,5,1,6,2,6,3,1.0,1.2,1.2,1.2,1.0,1.2,63292052631579,1021105263158,5,0,0.0,6.412517233640066E-5,304.8,263157894,-1,0.0
cd856579a7c4850b60d8763520339449x0mqg,2,2,1,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,8715473684211,2,0,0.0,5.248792777661138E-5,260.0,0,-1,0.0
f23ebc71f2d8d820db2bf0576ee7e148cxvkp,3,1,1,2,1,1,1,1.0,1.0,1.0,2.0,1.0,3.0,2421052632,0,1,0,0.0,0.05357142857142857,28.0,0,2421052632,0.0
04636b6c61c80f5325efe61183e8edb01ko20,4,4,1,3,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,0,41105263158,4,0,0.0,2.221235006663705E-4,256.5,1000000000,-1,0.0
07012e0507b4281d430b93ddcd96cae66und7,18,13,1,15,2,17,9,1.0,1.308,1.308,1.308,1.0,1.385,4853947368421,445578947369,13,0,0.0,1.3454322574858355E-4,318.7692307692308,1315789474,-1,0.0
2271fe5b01f9b8f9d8409014ae4511524grmq,14292,558,1,739,86,9400,9871,1.138,20.597,19.916,8.98,1.0,25.613,27947368421,13105263158,558,35,0.06272401433691756,0.021653265943376073,63.634408602150536,2578947368,25578947369,0.0
24db47d284a08aaf119eb3e0c45eb646i46j5,172,67,1,75,32,130,93,1.761,2.134,2.373,2.343,1.0,2.567,2016842105263,250842105263,67,1,0.014925373134328358,1.6410178126759084E-4,203.2089552238806,1052631579,361368421053,0.0
2d73ed3974473a764859084d51334440k5q7s,374,19,1,130,4,318,114,1.0,10.105,17.526,10.579,1.0,19.684,66578947369,426157894737,19,1,0.05263157894736842,0.011098910882274387,72.47368421052632,2842105263,61789473684,0.0
4199816cef8be846ca71ae752575744fimyto,449,11,1,1,2,437,5,1.0,4.727,40.636,1.0,1.0,40.818,631578948,315789473,11,0,0.0,0.0035430492318132677,155.45454545454547,0,631578948,0.0
6ed39d7c89fa2d423017cc9811f0c469i2157,193,76,1,98,38,170,33,1.276,1.224,2.395,2.053,1.0,2.539,67578947368,239736842105,76,0,0.0,2.548648819962391E-4,123.23684210526316,105263158,20842105263,0.0
a539fbaf8b29613ff0e4f3e5831aa7a5p2cva,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,3.497604141163303E-5,434.0,3473684210,-1,0.0
b1410ac124aeb5ef6b06667786feb742tijnw,522,138,1,128,20,242,240,1.014,2.703,3.246,2.522,1.0,3.783,253421052632,102000000000,138,2,0.014492753623188406,9.060628099403074E-4,168.05072463768116,1263157895,47526315790,0.0
baff2ce04381eb1bc4747d557bf52208vqmby,12,7,1,4,4,8,1,1.0,1.0,1.143,1.0,1.0,1.714,17000000000,1847947368421,7,0,0.0,0.005042016806722689,39.0,3684210526,-1,0.0
068450aafae2a6e390e35925d964290cdliqf,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,6.228977201943441E-5,582.0,315789473,-1,0.0
4d1542974bc322859d3d099b8c5193felot1k,335,50,1,60,7,309,14,1.0,1.24,6.44,2.8,1.0,6.7,172789473684,172421052631,50,1,0.02,0.0033377837116154874,71.76,2578947369,118105263158,0.0
4f57e657df5ee5d9207178b4b6858ddak9ouq,6,5,1,5,3,5,2,1.0,1.0,1.0,1.0,1.0,1.2,2315789474,766842105263,5,0,0.0,3.9703546850185283E-4,192.4,1052631579,-1,0.0
5f529b5ee68b60482c5d0c56ee91f3c2cjrmx,2929,169,1,160,41,490,821,1.947,10.976,9.219,5.503,1.0,17.331,4842105263,4736842105,169,2,0.011834319526627219,0.00616190516262044,83.81065088757397,368421053,4315789473,1.0
65f52b46edfc7fa64b9e74557a78e52c1it54,2,1,1,1,1,2,1,1.0,1.0,2.0,1.0,1.0,2.0,9119052631579,0,1,0,0.0,3.298914657077821E-5,515.0,52631579,-1,0.0
683833b860c003e6c31c521c9cdb49a1kr6b4,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.8609948506272482E-6,1112.0,52631579,-1,0.0
70c6727cc40fdc6f752b28102f31a38b883io,14,8,1,3,2,3,2,1.0,1.125,1.125,1.125,1.0,1.75,46315789474,29000000000,8,0,0.0,3.910396067258812E-4,88.875,2684210526,-1,0.0
84c4b58a1491da3a30710bcdf61f87054xfq6,2143,421,1,594,21,2095,208,1.038,4.827,5.078,4.8,1.0,5.09,429157894736,38947368421,421,23,0.05463182897862233,0.00268062308538091,65.60332541567696,7315789474,250789473684,0.0
f01d8d55568b1f54b6946a1b78a3983exkz5u,3,3,1,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,9157894736,3,0,0.0,6.720430107526882E-4,199.66666666666666,6263157894,-1,0.0
faaa98763b59ed5f02836d4bd682035bfhujq,10,9,1,9,3,9,6,1.0,1.0,1.0,1.0,1.0,1.111,789473684,723894736842,9,0,0.0,9.552740681301465E-5,292.3333333333333,473684211,-1,0.0
22e65b6bf73fab510ee814cbaeb9ebc1252mu,929,97,1,179,17,657,354,1.01,5.897,7.608,4.433,1.0,9.577,6000000000,27526315789,97,1,0.010309278350515464,0.003396585133998757,164.20618556701032,157894737,2736842105,0.0
238808859d7752579a415e89a395500fh2o65,10,5,1,7,4,8,2,1.2,1.2,1.8,1.6,1.0,2.0,74157894737,375842105264,5,0,0.0,1.815099449298827E-5,305.6,52631579,-1,1.0
5b45b150b6b683a98b5bc19c4214f44cvzru7,2,1,1,2,1,2,1,1.0,1.0,2.0,2.0,1.0,2.0,11087789473684,0,1,0,0.0,3.7219897012544965E-6,1112.0,0,-1,0.0
6e848149cabc4434155aacb610fb20de6vq5b,650,188,1,107,44,266,465,1.181,3.144,2.16,1.761,1.0,3.457,71000000000,20263157894,188,0,0.0,0.001780821917808219,91.37234042553192,1368421053,18894736842,1.0
7d063aa96e7a065ed5ff9deb7c851bddhrxdj,16,9,1,7,3,11,5,1.0,1.222,1.333,1.222,1.0,1.778,154315789474,922684210526,9,0,0.0,4.218630527065152E-4,182.44444444444446,8789473684,-1,0.0
9dd7e7ef94a7bc5bc9f98c42099910e7o76qh,32,16,1,26,14,31,29,1.438,1.938,1.938,1.813,1.0,2.0,721210526316,351368421052,16,0,0.0,3.734129947722181E-4,119.5625,631578947,-1,0.0
bf65e77ce8676fbab6fc78b70c50f05a8da8a,1260,12,1,128,7,241,573,1.833,56.083,30.583,18.083,1.0,105.0,8947368421,323526315789,12,0,0.0,0.012471543106008117,122.41666666666667,263157895,8789473684,0.0
ec6d3fbd8408ba43891370d4ffe41eabhnwbs,10,1,1,1,2,2,5,2.0,5.0,2.0,1.0,1.0,10.0,405684210526,0,1,0,0.0,4.786383695662579E-5,845.0,0,328473684210,0.0
f35082c6d72f1f1be3dd23f949db1f577t6wd,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,4.786383695662579E-6,845.0,52631579,-1,1.0
f3ad2931359bca59c36ce55ba82f9af8enbi8,48,35,1,23,1,18,17,1.0,1.229,1.2,1.314,1.0,1.371,714789473684,222631578947,35,1,0.02857142857142857,0.002927543303244694,39.25714285714286,12631578948,-1,0.0
1bb7a8c04e70386f5496322158e9fc3ef6d84,125,49,1,45,16,110,70,1.163,2.347,2.408,1.837,1.0,2.551,657157894736,154631578947,49,5,0.10204081632653061,3.958088591522091E-4,63.673469387755105,30210526316,182105263158,0.0
385325103b3eb54b0b974523fb7a13e02go5s,5,5,1,1,4,5,1,1.0,1.0,1.0,1.0,1.0,1.0,0,2840000000000,5,0,0.0,9.486585967442038E-5,130.6,2473684210,-1,0.0
38d9e2e83f25229bd75bfcdc39d776baz5zu2,3814,216,1,333,54,2162,1523,1.194,8.468,11.481,4.773,1.0,17.657,9631578947,47736842105,216,2,0.009259259259259259,0.0023271564637472467,134.99074074074073,52631579,8210526316,0.0
5920a92dc2b65e257061017a04eb5361tpa9b,641,21,1,47,14,138,295,3.857,20.857,19.143,9.952,1.0,30.524,47210526316,87210526316,21,1,0.047619047619047616,0.0021334948709585085,188.71428571428572,789473685,45000000000,1.0
98783b6bd490f32f56c315307643c824nimw1,11,9,1,8,4,10,6,1.111,1.111,1.111,1.111,1.0,1.222,3315789474,665368421052,9,0,0.0,1.1941854027118865E-4,305.1111111111111,1210526316,-1,0.0
9df0031595e4105e4530ceee1a08faf319vvb,136,51,1,78,21,115,71,1.294,2.0,2.49,2.02,1.0,2.667,156000000000,193263157895,51,1,0.0196078431372549,1.7671862107499495E-4,153.94117647058823,105263157,41473684211,0.0
b37b352197594dae96bb9219bf59d656oz79f,12,7,1,11,2,6,10,1.0,1.571,1.143,1.571,1.0,1.714,1033736842105,1964000000000,7,0,0.0,1.841210903037231E-5,453.2857142857143,947368421,-1,0.0
c277151116ce38d8245f9f2308807af8t4nnj,4184,399,1,430,106,2629,2427,1.481,7.461,7.952,3.97,1.0,10.486,11000000000,27736842105,399,3,0.007518796992481203,0.0020953147879946075,107.2531328320802,52631579,8526315789,1.0
d38b2db568fb71174bf883554bea939ccts4m,2,2,1,2,1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,628052631579,2,0,0.0,4.1090543011525896E-5,478.0,52631579,-1,0.0
d645e4b8b043a18bb1c8689572ad4fe16q3np,43,21,1,14,1,21,8,1.0,1.381,1.857,1.571,1.0,2.048,963105263158,312842105263,21,0,0.0,0.0024381946019505557,142.9047619047619,7210526316,684210526,0.0
e5fd2ebbf5bac9ddc73ce524e1b33c3akti0q,57,16,1,16,1,41,31,1.0,3.063,3.125,1.625,1.0,3.563,205526315789,374421052632,16,0,0.0,0.006914119359534207,54.3125,7052631579,81578947368,0.0
055eb52087e0080b8ebca74be4f823f5c819l,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,0.001579778830963665,67.0,10894736842,-1,0.0
0fa357965f89388d8e7eb8cbc3b85c6bnnro4,123,46,1,51,6,87,11,1.0,1.652,2.435,2.239,1.0,2.674,441894736842,189789473684,46,1,0.021739130434782608,6.721495122817563E-4,127.73913043478261,1684210526,77263157894,0.0
11e47dc08d7fa4d1a1953b5868892f72qvlho,10,6,1,1,6,9,2,1.333,1.333,1.667,1.0,1.0,1.667,136473684210,38421052632,6,0,0.0,3.1828482672574036E-5,380.0,684210526,-1,0.0
179a23cad40c51dd7804069bf769d11e1ftk9,10312,320,1,689,132,5336,2273,1.553,9.241,17.816,5.222,1.0,32.225,2157894736,46684210527,320,1,0.003125,0.008095411553389522,84.021875,52631579,2000000000,0.0
37d71b4ae830fcfa6f0c4f65ec386414n8h5l,5,4,1,5,3,5,5,1.0,1.25,1.25,1.25,1.0,1.25,68321631578947,8293052631578,4,1,0.25,9.01154198297179E-6,439.5,368421053,-1,0.0
5fc9437841f1dbbe63a3a933c48472fcohutg,2,1,1,2,1,2,2,1.0,2.0,2.0,2.0,1.0,2.0,2947894736842,0,1,0,0.0,9.572767391325158E-6,845.0,0,-1,0.0
6c0030ed696c4156b6ea3472374f6b54s4ih4,304,70,1,101,23,256,140,1.214,2.829,3.857,2.657,1.0,4.343,72263157895,198473684211,70,0,0.0,3.658921147842079E-4,206.28571428571428,105263157,37842105263,0.0
7291b7fba1b597d66bb8efd45fd0d354q71ka,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,1.6404199475065617E-4,350.0,52631579,-1,0.0
85155ae64ccbde01b48fbf4b3f1b739exmqyu,15,6,1,6,2,14,9,1.333,2.167,2.5,2.167,1.0,2.5,1976157894737,1340157894737,6,0,0.0,7.036340352473743E-5,400.3333333333333,105263157,451368421053,0.0
c843f90bae7231af13dd0e064a469704drz2x,17,11,1,5,3,14,7,1.0,1.091,1.364,1.091,1.0,1.545,282473684211,243894736843,11,0,0.0,1.3238844326765828E-4,253.0,1684210526,-1,0.0
0f8cb1baa83fefac10f885f79149bf13kn4nw,1370,336,1,312,49,1104,34,1.098,1.28,3.708,3.036,1.0,4.077,172526315789,13947368422,336,6,0.017857142857142856,0.0025209078948578998,86.74107142857143,2263157895,52105263158,0.0
1b268ea4fe034638a92d683b94bcb330vee4w,4,4,1,3,2,4,4,1.0,1.0,1.0,1.0,1.0,1.0,0,1488947368421,4,0,0.0,8.61103935244984E-5,315.5,157894737,-1,0.0
340bc29eeeb9b9d04eb1fb72a1a9a2444brgk,48,11,1,30,12,45,9,1.545,1.727,4.091,3.182,1.0,4.364,274473684211,528894736842,11,0,0.0,2.061076568994538E-4,191.45454545454547,52631579,166789473685,0.0
403640a20dbd2c4bf554e558de137deckn70o,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,842105263,2,0,0.0,2.015519500151164E-4,319.5,315789474,-1,0.0
49c3957287d24e69713e4355933b74baoijix,16,8,1,11,1,15,9,1.0,2.0,2.0,2.0,1.0,2.0,5238526315789,454894736842,8,0,0.0,0.010269576379974325,44.875,21947368421,-1,0.0
54379b25f1f35d9df78da9cd774cef74u5wt9,24,12,1,20,4,24,6,1.0,1.25,2.0,1.917,1.0,2.0,1019789473684,2080473684211,12,0,0.0,8.011750567498998E-4,90.0,5315789474,-1,0.0
6b3cff1e3d9398d4c125e7bcf612192dy1gwn,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,2.672367717797969E-4,279.0,2052631579,-1,0.0
72dd0e4788d25f62cc2ba942bb9499dc7quqj,47,27,1,26,9,40,14,1.0,1.444,1.593,1.481,1.0,1.741,222315789474,122052631579,27,0,0.0,2.1658786554962627E-4,246.4814814814815,210526315,-1,0.0
7a71e329f3f2da98a3f82e7bfcb705a0t5822,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,5.252652589557727E-5,282.0,578947368,-1,0.0
7b31d9d8b5e749cdd2c300cbcbb5f875kjlsz,1601,131,1,124,31,12,3,1.977,1.015,2.634,7.527,1.0,12.221,290526315790,102526315790,131,7,0.05343511450381679,0.00106234597310493,131.74045801526717,894736842,248157894737,1.0
adc548d88b9a307ce0b58a0d11d3ae14gcfon,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,9.285051067780873E-4,184.0,13157894737,-1,0.0
dfb23124fba16b7778f65c1c8d091f949jz0k,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,6.697923643670462E-4,176.0,578947369,-1,0.0
f12120e467869d3d5dbf7c7d0566a8e7bmmhk,2,1,1,1,1,2,1,1.0,1.0,2.0,1.0,1.0,2.0,8980947368421,0,1,0,0.0,2.799316966660135E-5,600.0,52631579,-1,0.0
fa64fdb8ad70e86efbfc31179e93e99egd27l,40,16,1,7,8,21,8,1.125,1.625,1.875,1.188,1.0,2.5,21052631579,45000000000,16,0,0.0,1.8672480032116666E-4,204.3125,315789473,1842105263,0.0
074daf9a99b01591cb0637cb95c32600roriz,56,35,1,34,10,45,37,1.029,1.429,1.571,1.457,1.0,1.6,2553842105264,214526315790,35,1,0.02857142857142857,0.0036517769807629607,33.885714285714286,24105263158,-1,0.0
2e07d37dd022e72ab04da76f51edaa13qk5rv,2,2,1,2,2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,0,8257421052632,2,0,0.0,1.825150574922431E-4,219.0,5315789474,-1,0.0
2eaf4eef52d5b17615d08bf77386fa42yotej,253,81,1,13,8,24,24,1.0,1.457,2.074,1.642,1.0,3.123,886789473684,14894736843,81,13,0.16049382716049382,0.004477321393809616,44.02469135802469,25842105263,42263157895,0.0
461b089147eb78c582ca8a30fa7581a7mflo5,12,1,1,4,3,9,1,3.0,1.0,9.0,4.0,1.0,12.0,313894736842,0,1,0,0.0,5.7436604347950946E-5,845.0,105263157,168368421052,0.0
47e0637718480102d235233c83661a7850foh,6,5,1,5,5,5,5,1.0,1.0,1.0,1.0,1.0,1.2,2251157894736,1346684210527,5,0,0.0,1.5408716197128842E-4,166.0,1105263157,-1,0.0
915ccac760c7359a446100fd1a54bbf6oyrzf,3341,396,1,475,57,1972,1436,1.28,5.551,7.116,5.121,1.0,8.437,200789473684,33631578947,396,2,0.005050505050505051,0.002827864238816986,121.61616161616162,1736842106,132473684211,0.0
a447127835855849fa2ee496d05e0847fgt68,1349,178,1,224,35,989,412,1.039,4.343,6.601,3.787,1.0,7.579,66947368421,33157894736,178,0,0.0,0.002238090339877826,164.92696629213484,421052631,36421052632,0.0
b2d3db61ddb119aa4e5f43e1bf72e349xr5tp,1144,155,1,218,19,875,155,1.026,3.716,6.632,4.877,1.0,7.381,163947368421,74000000000,155,1,0.0064516129032258064,0.0014220578071470836,182.8709677419355,736842105,94263157895,0.0
e704e6fedbe6caa9b434509d085f4c97nq6k1,8,8,1,8,5,8,3,1.0,1.0,1.0,1.0,1.0,1.0,0,3022157894736,8,0,0.0,4.6879578083797245E-4,169.75,894736842,-1,0.0
f219cbb3d454b32953619d5a4551f56dcg7gy,8,7,1,3,2,8,1,1.0,1.0,1.143,1.0,1.0,1.143,8578947368,177052631579,7,0,0.0,8.978675645342312E-4,47.714285714285715,1947368421,-1,0.0
f416aeaaafcbb66aabb77347776db008qw96o,12960,664,1,748,97,8219,7560,1.194,13.627,14.923,7.764,1.0,19.518,20631578948,8578947368,664,38,0.0572289156626506,0.014992902665289232,78.72439759036145,473684211,17315789474,0.0
fe19fadb955fee4c5fcd0e30e56e1542kx66p,112,38,1,11,8,41,1,1.0,1.0,1.974,2.0,1.0,2.947,1119736842105,579578947368,38,0,0.0,0.001236435092677434,111.05263157894737,6157894737,146263157895,0.0
fec57d2db5692eb144a71aaa35a11b58delkw,4,4,1,3,2,4,3,1.0,1.0,1.0,1.0,1.0,1.0,0,3516842105263,4,0,0.0,5.701254275940707E-4,167.5,631578947,-1,0.0
20cb327bff59dc8f4fe1ac68a30f02eb6jrq6,13,10,1,11,3,13,4,1.0,1.2,1.3,1.2,1.0,1.3,826105263158,3391789473684,10,0,0.0,1.0138507611679561E-4,273.9,3315789474,-1,0.0
2a4654987b59646a120ac74301339afc4eylt,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0.0,3.872216844143272E-5,454.0,52631579,-1,0.0
